tweet,label,id,preprocessed_text
DANGERS OF COVID-19 VACCINES! Dr Stella Emmanuel warns about the danger of the Covid 19 Vaccine by Pfizer and Moderna #COVID19 #Covid #coronavirus #CovidVaccine #vaccinations #VacunaCOVID19 #VaccineStrategy #NewWorldOrder https://t.co/K0LkFrab0W,0,913,dangers vaccines dr stella emmanuel warns danger covid 19 vaccine prize modern covid19 covid coronavirus covidvaccine vaccination vacunacovid19 vaccinestrategy newworldorder https
"“The most important statistic about the vaccines approved for emergency use in the US — Pfizer/BioNTech, Moderna, and Johnson &amp; Johnson — is zero: zero deaths or hospitalizations among the patients who were given the vaccines in their clinical trials” https://t.co/XuFENmrboa https://t.co/WPRo7CsjOk",1,914,important statistic vaccines approved emergency use us modern johnson amp johnson zero zero deaths hospitalization among patients given vaccines clinical trials https https
"Ok listen. A new COVID-19 strain (B.1.526) originated in Manhattan in Feb “eludes some of the protection of antibodies” &amp; the vaccines We don’t want things to get worse so wear masks above your nose, keep physical distance from ppl, AVOID GROUPS, and get any vaccine if you can https://t.co/tTftCb1VIK",1,915,ok listen new strain originated manhattan feb blues protection antibodies amp vaccines want things get worse wear masks nose keep physical distance ppl avoid groups get vaccine https
"Thousands of people dying from COVID every day around the world Large outbreaks elsewhere breeding ground for new variants And we are sitting on tens of millions of AZ vaccines that at this point, I'm pretty sure we'll never use Time to give them away https://t.co/DvYjvHJAW4",0,916,thousands people dying covid every day around world large outbreaks elsewhere breeding ground new variants sitting tens millions az vaccines point pretty sure never use time give away https
"Before COVID-19, mRNA vaccines were being explored as part of cancer care. Read how our Dr. Van Morris and Dr. Scott Kopetz are studying personalized mRNA vaccines in colorectal cancer: https://t.co/xua3urAi3w @VanMorrisMD @skopetz #ColorectalCancer #EndCancer",0,917,mra vaccines explored part cancer care read van morris scott lopez studying personalized mra vaccines colorectal cancer https vanmorrismd skopetz colorectalcancer endanger
"Israel refused World Health Organization and Palestinian health officials’ requests “to immediately make Covid-19 vaccines available to Palestinian medical workers to avert a health disaster,” violating its obligations under international law. #Apartheid https://t.co/AZeHGSKmKT",1,918,israel refused world health organization palestinian health officials requests immediately make vaccines available palestinian medical workers avert health disaster violating obligations international law apartheid https
"In Alaska, Indigenous people have been dying from Covid-19 at four times the rate of white residents. Tribal health workers are now leading an urgent effort to deliver vaccines to remote villages — using planes and sleds, at times in 61-below temperatures. https://t.co/37dCmZyfqi",1,919,alaska indigenous people dying four times rate white residents tribal health workers leading urgent effort deliver vaccines remote villages using planes seeds times temperatures https
"Over 250,000 Covid-19 deaths in Brazil, and growing. Health system collapsing in most states. Meanwhile the president and his sons are speaking out against lockdowns and masks, and denying vaccines for our people. #StopBolsonaro #SOSBrazil #BrazilianLivesMatter",0,920,deaths brazil growing health system collapsing states meanwhile president sons speaking lockdown masks denying vaccines people stopbolsonaro sosbrazil brazilianlivesmatter
Dogs and cats will get covid-19 vaccines in the US before frontline workers will get them in Africa; Oprah will amplify the oppression of aristocrats by other aristocrats but Kashmiris can't even run a fkn twitter account without continuous harassment &amp; censor. https://t.co/ut60VnGr0f,0,921,dogs cats get vaccines us frontline workers get africa oprah amplify oppression aristocrats aristocrats kashmir ca even run fan twitter account without continuous harassment amp censor https
"Israel: covid-19 cases are now much younger Fraction of all cases at different age groups: Before vaccines: 19 y/o and younger: ~27% 50 y/o and older: ~25% Today, with vaccines: 19 y/o and younger: ~47% 50 y/o and older: ~11% ~90% of 50+ y/o infected / vaccinated w 1st dose https://t.co/CZVj4eDdsz",0,922,israel cases much younger fraction cases different age groups vaccines 19 younger 50 older today vaccines 19 younger 50 older infected fascinated w 1st dose https
"China donates a mobile hospital, two million face masks and respirators to Bolivia. Just last week, Bolivia signed a cooperation agreement with Sinopharm for 500,000 vaccines. Bolivia also received a donation of 53,000 Covid‐19 tests and 14 respirators from China in January. https://t.co/NjFNAzKBN1",0,923,china donates mobile hospital two million face masks respiratory bolivia last week bolivia signed cooperation agreement sinopharm vaccines bolivia also received donation tests 14 respiratory china january https
Dr Mike Yeadon has signed an open letter to the European Medicines Agency questioning the safety of the Covid Vaccines... https://t.co/lMXYa4c6Bs,0,924,dr mike season signed open letter european medicines agency questioning safety covid vaccines https
"Labor Secretary Silvestre Bello III has asked the governments of Germany and the UK to provide the Philippines with 600,000 doses of COVID-19 vaccines in exchange for the deployment of more Filipino health care workers. READ: https://t.co/V3zQ9mhyCy https://t.co/tGVAqVIuuQ",0,925,labor secretary silvestre bell iii asked governments germany uk provide philippines doses vaccines exchange deployment filipino health care workers read https https
Today Islamic Republic’s leader bans US and European COVID 19 vaccines and spreads dangerous lies about #coronavirus on social media. Twitter should put a warning label or ban @khamenei_ir. I warned about regime lies in this video. @OsloFF https://t.co/eho40xkJ3F,0,926,today islamic republic leader bans us european covid 19 vaccines spreads dangerous lies coronavirus social media twitter put warning label ban warned regime lies video oslo https
"We're pleased to announce a trial to explore alternating different #COVID-19 vaccines, to explore the potential for flexibility in delivery and look for clues as to how to increase the breadth of protection against new virus strains. Find out more&gt;&gt;https://t.co/QT4n6Uz7v2",0,927,pleased announce trial explore alternating different vaccines explore potential flexibility delivery look clues increase breadth protection new virus strains find gt gt https
"Former Presidents Carter, Clinton, Bush and Obama and first ladies unite to urge Americans to get vaccinated https://t.co/L9fpU4QvvA via @CBSNews &gt;&gt;&lt;&gt; And ONE President made the vaccines happen. None of the above!",0,928,former presidents carter clinton bush obama first ladies unite urge americans get fascinated https via cbsnews gt gt lt gt one president made vaccines happen none
"Urgent Open Letter from Doctors and Scientists to the EMA COVID-19 Vaccine Safety Concerns: “There are serious concerns, including but not confined to those outlined above, that the approval of the COVID-19 vaccines by the EMA was premature and reckless”. https://t.co/NBNHkIrEvg",1,929,urgent open letter doctors scientists ema vaccine safety concerns serious concerns including confined outlined approval vaccines ema premature reckless https
